user_id,recency_days,frequency,monetary,surge_exposure,R_score,F_score,M_score,S_score,RFMS,RFMS_score,riders_segment,weighted_score
R00317,31,15,266.87,0.5333333333333333,1,1,2,4,1124,8,At Risk Riders,1.5
R00318,18,22,372.01,0.4090909090909091,2,3,4,3,2343,12,Active Riders,2.8
R00319,26,21,321.71,0.2857142857142857,2,3,3,2,2332,10,Active Riders,2.5
R00320,29,21,383.96999999999997,0.47619047619047616,1,3,4,4,1344,12,Active Riders,2.5
R00321,4,21,324.19,0.42857142857142855,4,3,3,4,4334,14,Champions,3.5
R00322,24,20,309.46,0.35,2,2,3,3,2233,10,Active Riders,2.3
R00323,2,23,341.06,0.30434782608695654,4,3,3,2,4332,12,Active Riders,3.3
R00324,9,21,406.06,0.5714285714285714,3,3,4,4,3344,14,Champions,3.3
R00325,5,21,380.97,0.3333333333333333,4,3,4,2,4342,13,Active Riders,3.5
R00326,50,19,273.38,0.21052631578947367,1,2,2,1,1221,6,At Risk Riders,1.5
R00327,22,13,202.2,0.3076923076923077,2,1,1,2,2112,6,At Risk Riders,1.5
R00328,82,18,251.75,0.2222222222222222,1,2,1,1,1211,5,Dormant Riders,1.3
R00329,16,22,318.42,0.3181818181818182,2,3,3,2,2332,10,Active Riders,2.5
R00330,36,12,182.61,0.4166666666666667,1,1,1,4,1114,7,At Risk Riders,1.3
R00331,22,19,285.5,0.2631578947368421,2,2,2,1,2221,7,At Risk Riders,1.9
R00332,16,20,306.5,0.45,2,2,3,4,2234,11,Active Riders,2.4
R00333,13,22,288.91,0.13636363636363635,3,3,2,1,3321,9,At Risk Riders,2.6
R00334,32,16,241.44,0.25,1,1,1,1,1111,4,Dormant Riders,1.0
R00335,16,22,344.4,0.22727272727272727,2,3,3,1,2331,9,At Risk Riders,2.4
R00336,12,19,267.67,0.42105263157894735,3,2,2,4,3224,11,Active Riders,2.6
R00337,8,26,457.46999999999997,0.38461538461538464,3,4,4,3,3443,14,Champions,3.5
R00338,14,28,426.41,0.17857142857142858,2,4,4,1,2441,11,Active Riders,2.9
R00339,1,19,324.27,0.3684210526315789,4,2,3,3,4233,12,Active Riders,3.1
R00340,35,27,484.93,0.4444444444444444,1,4,4,4,1444,13,Active Riders,2.8
R00341,24,13,204.56,0.46153846153846156,2,1,1,4,2114,8,At Risk Riders,1.7
R00342,17,12,167.41,0.4166666666666667,2,1,1,4,2114,8,At Risk Riders,1.7
R00343,16,19,284.76,0.2631578947368421,2,2,2,1,2221,7,At Risk Riders,1.9
R00344,4,19,278.01,0.3157894736842105,4,2,2,2,4222,10,Active Riders,2.8
R00345,32,14,208.23,0.42857142857142855,1,1,1,4,1114,7,At Risk Riders,1.3
R00346,11,15,204.06,0.4,3,1,1,3,3113,8,At Risk Riders,2.0
R00347,4,18,272.81,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R00348,12,18,253.79,0.2777777777777778,3,2,1,2,3212,8,At Risk Riders,2.2
R00349,27,21,295.23,0.14285714285714285,1,3,2,1,1321,7,At Risk Riders,1.8
R00350,16,18,258.78999999999996,0.2777777777777778,2,2,2,2,2222,8,At Risk Riders,2.0
R00351,5,14,228.76,0.35714285714285715,4,1,1,3,4113,9,At Risk Riders,2.4
R00352,12,25,401.05,0.44,3,4,4,4,3444,15,Champions,3.6
R00353,4,14,205.9,0.07142857142857142,4,1,1,1,4111,7,At Risk Riders,2.2
R00354,12,19,261.49,0.3684210526315789,3,2,2,3,3223,10,Active Riders,2.5
R00355,10,29,464.45,0.5172413793103449,3,4,4,4,3444,15,Champions,3.6
R00356,83,11,176.82999999999998,0.18181818181818182,1,1,1,1,1111,4,Dormant Riders,1.0
R00357,42,21,312.4,0.2857142857142857,1,3,3,2,1332,9,At Risk Riders,2.1
R00358,26,22,393.02,0.36363636363636365,2,3,4,3,2343,12,Active Riders,2.8
R00359,51,16,272.01,0.3125,1,1,2,2,1122,6,At Risk Riders,1.3
R00360,13,21,342.53,0.42857142857142855,3,3,3,4,3334,13,Active Riders,3.1
R00361,15,20,283.75,0.25,2,2,2,1,2221,7,At Risk Riders,1.9
R00362,82,19,276.28,0.47368421052631576,1,2,2,4,1224,9,At Risk Riders,1.8
R00363,13,18,292.85,0.3333333333333333,3,2,2,2,3222,9,At Risk Riders,2.4
R00364,32,13,211.39000000000001,0.3076923076923077,1,1,1,2,1112,5,Dormant Riders,1.1
R00365,19,22,277.46999999999997,0.09090909090909091,2,3,2,1,2321,8,At Risk Riders,2.2
R00366,22,23,376.9,0.34782608695652173,2,3,4,3,2343,12,Active Riders,2.8
R00367,7,22,364.81,0.22727272727272727,3,3,4,1,3341,11,Active Riders,3.0
R00368,17,18,292.56,0.4444444444444444,2,2,2,4,2224,10,Active Riders,2.2
R00369,11,19,280.19,0.15789473684210525,3,2,2,1,3221,8,At Risk Riders,2.3
R00370,31,25,345.32,0.16,1,4,3,1,1431,9,At Risk Riders,2.3
R00371,24,15,261.4,0.26666666666666666,2,1,2,2,2122,7,At Risk Riders,1.7
R00372,6,24,361.01,0.3333333333333333,4,4,4,2,4442,14,Champions,3.8
R00373,18,24,349.84,0.20833333333333334,2,4,3,1,2431,10,Active Riders,2.7
R00374,20,19,292.72,0.47368421052631576,2,2,2,4,2224,10,Active Riders,2.2
R00375,1,16,269.85,0.375,4,1,2,3,4123,10,Active Riders,2.6
R00376,35,15,228.11,0.26666666666666666,1,1,1,2,1112,5,Dormant Riders,1.1
R00377,12,22,332.76,0.3181818181818182,3,3,3,2,3332,11,Active Riders,2.9
R00378,31,19,254.02,0.3157894736842105,1,2,1,2,1212,6,At Risk Riders,1.4
R00379,62,18,245.87,0.3333333333333333,1,2,1,2,1212,6,At Risk Riders,1.4
R00380,7,22,323.27,0.36363636363636365,3,3,3,3,3333,12,Active Riders,3.0
R00381,30,25,357.2,0.36,1,4,4,3,1443,12,Active Riders,2.7
R00382,3,19,352.45,0.47368421052631576,4,2,3,4,4234,13,Active Riders,3.2
R00383,3,19,291.96,0.3684210526315789,4,2,2,3,4223,11,Active Riders,2.9
R00384,21,18,225.38,0.2777777777777778,2,2,1,2,2212,7,At Risk Riders,1.8
R00385,23,24,311.06,0.25,2,4,3,1,2431,10,Active Riders,2.7
R00386,11,20,325.55,0.4,3,2,3,3,3233,11,Active Riders,2.7
R00387,19,18,254.42000000000002,0.2777777777777778,2,2,1,2,2212,7,At Risk Riders,1.8
R00388,14,27,420.37,0.3333333333333333,2,4,4,2,2442,12,Active Riders,3.0
R00389,37,16,239.3,0.375,1,1,1,3,1113,6,At Risk Riders,1.2
R00390,42,23,374.1,0.391304347826087,1,3,4,3,1343,11,Active Riders,2.4
R00391,21,22,342.81,0.3181818181818182,2,3,3,2,2332,10,Active Riders,2.5
R00392,11,19,289.1,0.47368421052631576,3,2,2,4,3224,11,Active Riders,2.6
R00393,3,16,241.3,0.375,4,1,1,3,4113,9,At Risk Riders,2.4
R00394,6,16,273.83,0.4375,4,1,2,4,4124,11,Active Riders,2.7
R00395,4,30,507.2,0.6,4,4,4,4,4444,16,Champions,4.0
R00396,6,24,368.18,0.3333333333333333,4,4,4,2,4442,14,Champions,3.8
R00397,10,22,377.45,0.36363636363636365,3,3,4,3,3343,13,Active Riders,3.2
R00398,57,15,287.29,0.4666666666666667,1,1,2,4,1124,8,At Risk Riders,1.5
R00399,51,20,279.38,0.25,1,2,2,1,1221,6,At Risk Riders,1.5
R00400,9,14,213.66,0.35714285714285715,3,1,1,3,3113,8,At Risk Riders,2.0
R00401,50,21,344.62,0.3333333333333333,1,3,3,2,1332,9,At Risk Riders,2.1
R00402,29,19,261.82,0.2631578947368421,1,2,2,1,1221,6,At Risk Riders,1.5
R00403,2,28,441.99,0.2857142857142857,4,4,4,2,4442,14,Champions,3.8
R00404,8,23,280.78999999999996,0.34782608695652173,3,3,2,3,3323,11,Active Riders,2.8
R00405,7,21,397.93,0.5238095238095238,3,3,4,4,3344,14,Champions,3.3
R00406,59,16,269.76,0.4375,1,1,2,4,1124,8,At Risk Riders,1.5
R00407,76,18,306.1,0.3333333333333333,1,2,3,2,1232,8,At Risk Riders,1.8
R00408,19,22,364.05,0.2727272727272727,2,3,4,2,2342,11,Active Riders,2.7
R00409,6,26,395.75,0.23076923076923078,4,4,4,1,4441,13,Active Riders,3.7
R00410,41,21,344.6,0.3333333333333333,1,3,3,2,1332,9,At Risk Riders,2.1
R00411,3,18,270.04,0.3888888888888889,4,2,2,3,4223,11,Active Riders,2.9
R00412,6,19,251.92,0.42105263157894735,4,2,1,4,4214,11,Active Riders,2.8
R00413,11,27,389.92,0.25925925925925924,3,4,4,1,3441,12,Active Riders,3.3
R00414,3,14,214.45,0.07142857142857142,4,1,1,1,4111,7,At Risk Riders,2.2
R00415,1,20,271.05,0.15,4,2,2,1,4221,9,At Risk Riders,2.7
R00416,35,19,272.3,0.42105263157894735,1,2,2,4,1224,9,At Risk Riders,1.8
R00417,2,27,344.99,0.25925925925925924,4,4,3,1,4431,12,Active Riders,3.5
R00418,14,22,276.0,0.09090909090909091,2,3,2,1,2321,8,At Risk Riders,2.2
R00419,7,21,334.02,0.19047619047619047,3,3,3,1,3331,10,Active Riders,2.8
R00420,53,22,383.0,0.5,1,3,4,4,1344,12,Active Riders,2.5
R00421,1,16,210.34,0.25,4,1,1,1,4111,7,At Risk Riders,2.2
R00422,9,17,245.81,0.35294117647058826,3,1,1,3,3113,8,At Risk Riders,2.0
R00423,54,28,481.55,0.2857142857142857,1,4,4,2,1442,11,Active Riders,2.6
R00424,30,22,316.34,0.3181818181818182,1,3,3,2,1332,9,At Risk Riders,2.1
R00425,6,18,276.83,0.3333333333333333,4,2,2,2,4222,10,Active Riders,2.8
R00426,16,19,304.47,0.42105263157894735,2,2,2,4,2224,10,Active Riders,2.2
R00427,99,15,255.52,0.3333333333333333,1,1,2,2,1122,6,At Risk Riders,1.3
R00428,2,23,373.8,0.391304347826087,4,3,4,3,4343,14,Champions,3.6
R00429,17,27,349.52,0.2222222222222222,2,4,3,1,2431,10,Active Riders,2.7
R00430,34,19,322.59000000000003,0.47368421052631576,1,2,3,4,1234,10,Active Riders,2.0
R00431,20,17,269.51,0.29411764705882354,2,1,2,2,2122,7,At Risk Riders,1.7
R00432,12,16,225.28,0.3125,3,1,1,2,3112,7,At Risk Riders,1.9
R00433,25,17,237.96,0.058823529411764705,2,1,1,1,2111,5,Dormant Riders,1.4
R00434,41,15,274.21,0.2,1,1,2,1,1121,5,Dormant Riders,1.2
R00435,20,12,189.95,0.5,2,1,1,4,2114,8,At Risk Riders,1.7
R00436,19,15,187.28,0.26666666666666666,2,1,1,2,2112,6,At Risk Riders,1.5
R00437,41,16,218.89000000000001,0.0625,1,1,1,1,1111,4,Dormant Riders,1.0
R00438,3,16,246.63,0.5,4,1,1,4,4114,10,Active Riders,2.5
R00439,12,24,354.63,0.25,3,4,3,1,3431,11,Active Riders,3.1
R00440,48,12,203.95,0.5,1,1,1,4,1114,7,At Risk Riders,1.3
R00441,4,20,345.64,0.25,4,2,3,1,4231,10,Active Riders,2.9
R00442,6,22,377.23,0.36363636363636365,4,3,4,3,4343,14,Champions,3.6
R00443,6,12,178.84,0.08333333333333333,4,1,1,1,4111,7,At Risk Riders,2.2
R00444,5,22,380.59999999999997,0.4090909090909091,4,3,4,3,4343,14,Champions,3.6
R00445,48,21,291.74,0.38095238095238093,1,3,2,3,1323,9,At Risk Riders,2.0
R00446,3,31,449.58,0.1935483870967742,4,4,4,1,4441,13,Active Riders,3.7
R00447,8,25,413.22,0.28,3,4,4,2,3442,13,Active Riders,3.4
R00448,9,26,420.08,0.2692307692307692,3,4,4,2,3442,13,Active Riders,3.4
R00449,23,20,323.77,0.4,2,2,3,3,2233,10,Active Riders,2.3
R00450,1,18,264.31,0.5555555555555556,4,2,2,4,4224,12,Active Riders,3.0
R00451,7,26,361.08,0.07692307692307693,3,4,4,1,3441,12,Active Riders,3.3
R00452,3,22,358.66,0.5,4,3,4,4,4344,15,Champions,3.7
R00453,38,17,246.84,0.35294117647058826,1,1,1,3,1113,6,At Risk Riders,1.2
R00454,1,18,287.84,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R00455,36,21,303.01,0.3333333333333333,1,3,2,2,1322,8,At Risk Riders,1.9
R00456,7,21,333.12,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R00457,3,12,198.67,0.25,4,1,1,1,4111,7,At Risk Riders,2.2
R00458,10,25,389.94,0.32,3,4,4,2,3442,13,Active Riders,3.4
R00459,46,16,269.78,0.4375,1,1,2,4,1124,8,At Risk Riders,1.5
R00460,3,15,237.57,0.4,4,1,1,3,4113,9,At Risk Riders,2.4
R00461,19,17,293.51,0.5294117647058824,2,1,2,4,2124,9,At Risk Riders,1.9
R00462,33,27,374.49,0.25925925925925924,1,4,4,1,1441,10,Active Riders,2.5
R00463,22,31,455.16,0.2903225806451613,2,4,4,2,2442,12,Active Riders,3.0
R00464,45,14,238.74,0.21428571428571427,1,1,1,1,1111,4,Dormant Riders,1.0
R00465,25,29,429.28,0.3448275862068966,2,4,4,3,2443,13,Active Riders,3.1
R00466,8,13,210.32,0.38461538461538464,3,1,1,3,3113,8,At Risk Riders,2.0
R00467,7,17,248.05,0.35294117647058826,3,1,1,3,3113,8,At Risk Riders,2.0
R00468,4,18,302.62,0.3333333333333333,4,2,2,2,4222,10,Active Riders,2.8
R00469,28,21,358.54,0.47619047619047616,1,3,4,4,1344,12,Active Riders,2.5
R00470,23,19,310.78000000000003,0.631578947368421,2,2,3,4,2234,11,Active Riders,2.4
R00471,6,22,308.84000000000003,0.36363636363636365,4,3,3,3,4333,13,Active Riders,3.4
R00472,2,23,336.54,0.13043478260869565,4,3,3,1,4331,11,Active Riders,3.2
R00473,13,22,370.31,0.36363636363636365,3,3,4,3,3343,13,Active Riders,3.2
R00474,36,23,323.31,0.2608695652173913,1,3,3,1,1331,8,At Risk Riders,2.0
R00475,2,22,358.15,0.45454545454545453,4,3,4,4,4344,15,Champions,3.7
R00476,50,18,273.26,0.3333333333333333,1,2,2,2,1222,7,At Risk Riders,1.6
R00477,2,26,404.28,0.34615384615384615,4,4,4,3,4443,15,Champions,3.9
R00478,39,17,304.13,0.47058823529411764,1,1,2,4,1124,8,At Risk Riders,1.5
R00479,4,29,417.58,0.3103448275862069,4,4,4,2,4442,14,Champions,3.8
R00480,5,18,252.07,0.2222222222222222,4,2,1,1,4211,8,At Risk Riders,2.5
R00481,62,16,279.73,0.375,1,1,2,3,1123,7,At Risk Riders,1.4
R00482,20,22,308.78,0.2727272727272727,2,3,3,2,2332,10,Active Riders,2.5
R00483,11,21,288.53,0.2857142857142857,3,3,2,2,3322,10,Active Riders,2.7
R00484,10,19,288.44,0.3157894736842105,3,2,2,2,3222,9,At Risk Riders,2.4
R00485,20,26,417.74,0.5,2,4,4,4,2444,14,Champions,3.2
R00486,7,28,431.62,0.2857142857142857,3,4,4,2,3442,13,Active Riders,3.4
R00487,6,24,323.78000000000003,0.375,4,4,3,3,4433,14,Champions,3.7
R00488,19,17,241.12,0.17647058823529413,2,1,1,1,2111,5,Dormant Riders,1.4
R00489,30,14,200.73,0.35714285714285715,1,1,1,3,1113,6,At Risk Riders,1.2
R00490,1,17,278.24,0.29411764705882354,4,1,2,2,4122,9,At Risk Riders,2.5
R00491,4,22,351.97,0.4090909090909091,4,3,3,3,4333,13,Active Riders,3.4
R00492,15,23,355.77,0.34782608695652173,2,3,3,3,2333,11,Active Riders,2.6
R00493,2,14,248.22,0.2857142857142857,4,1,1,2,4112,8,At Risk Riders,2.3
R00494,27,24,339.05,0.3333333333333333,1,4,3,2,1432,10,Active Riders,2.4
R00495,6,22,338.96,0.2727272727272727,4,3,3,2,4332,12,Active Riders,3.3
R00496,15,22,322.21,0.45454545454545453,2,3,3,4,2334,12,Active Riders,2.7
R00497,11,20,249.85000000000002,0.3,3,2,1,2,3212,8,At Risk Riders,2.2
R00498,1,24,392.25,0.3333333333333333,4,4,4,2,4442,14,Champions,3.8
R00499,20,20,359.14,0.4,2,2,4,3,2243,11,Active Riders,2.5
R00500,23,26,370.33,0.2692307692307692,2,4,4,2,2442,12,Active Riders,3.0
R00501,10,12,152.41,0.16666666666666666,3,1,1,1,3111,6,At Risk Riders,1.8
R00502,25,27,440.63,0.4074074074074074,2,4,4,3,2443,13,Active Riders,3.1
R00503,21,27,393.31,0.4074074074074074,2,4,4,3,2443,13,Active Riders,3.1
R00504,13,21,306.48,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R00505,44,24,354.12,0.375,1,4,3,3,1433,11,Active Riders,2.5
R00506,6,17,242.89,0.23529411764705882,4,1,1,1,4111,7,At Risk Riders,2.2
R00507,4,24,391.06,0.375,4,4,4,3,4443,15,Champions,3.9
R00508,3,14,252.3,0.42857142857142855,4,1,1,4,4114,10,Active Riders,2.5
R00509,15,20,345.44,0.25,2,2,3,1,2231,8,At Risk Riders,2.1
R00510,13,27,413.44,0.2962962962962963,3,4,4,2,3442,13,Active Riders,3.4
R00511,7,25,381.71,0.36,3,4,4,3,3443,14,Champions,3.5
R00512,21,22,355.72,0.45454545454545453,2,3,3,4,2334,12,Active Riders,2.7
R00513,3,21,312.56,0.23809523809523808,4,3,3,1,4331,11,Active Riders,3.2
R00514,38,24,363.94,0.3333333333333333,1,4,4,2,1442,11,Active Riders,2.6
R00515,5,20,300.21,0.2,4,2,2,1,4221,9,At Risk Riders,2.7
R00516,14,26,430.67,0.4230769230769231,2,4,4,4,2444,14,Champions,3.2
R00517,22,12,179.47,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R00518,2,30,410.77,0.26666666666666666,4,4,4,2,4442,14,Champions,3.8
R00519,11,20,354.13,0.45,3,2,3,4,3234,12,Active Riders,2.8
R00520,24,20,354.59,0.35,2,2,3,3,2233,10,Active Riders,2.3
R00521,14,16,244.99,0.3125,2,1,1,2,2112,6,At Risk Riders,1.5
R00522,1,21,266.38,0.2857142857142857,4,3,2,2,4322,11,Active Riders,3.1
R00523,1,18,261.42,0.3333333333333333,4,2,2,2,4222,10,Active Riders,2.8
R00524,15,14,202.13,0.2857142857142857,2,1,1,2,2112,6,At Risk Riders,1.5
R00525,7,19,325.12,0.42105263157894735,3,2,3,4,3234,12,Active Riders,2.8
R00526,17,11,169.18,0.45454545454545453,2,1,1,4,2114,8,At Risk Riders,1.7
R00527,5,15,207.8,0.3333333333333333,4,1,1,2,4112,8,At Risk Riders,2.3
R00528,77,16,263.8,0.4375,1,1,2,4,1124,8,At Risk Riders,1.5
R00529,17,30,498.63,0.4666666666666667,2,4,4,4,2444,14,Champions,3.2
R00530,83,17,243.32,0.29411764705882354,1,1,1,2,1112,5,Dormant Riders,1.1
R00531,31,15,198.43,0.2,1,1,1,1,1111,4,Dormant Riders,1.0
R00532,29,17,276.13,0.47058823529411764,1,1,2,4,1124,8,At Risk Riders,1.5
R00533,106,15,250.66,0.3333333333333333,1,1,1,2,1112,5,Dormant Riders,1.1
R00534,7,19,276.05,0.3157894736842105,3,2,2,2,3222,9,At Risk Riders,2.4
R00535,9,18,299.2,0.5555555555555556,3,2,2,4,3224,11,Active Riders,2.6
R00536,18,25,388.64,0.36,2,4,4,3,2443,13,Active Riders,3.1
R00537,2,15,219.29,0.13333333333333333,4,1,1,1,4111,7,At Risk Riders,2.2
R00538,21,20,321.42,0.25,2,2,3,1,2231,8,At Risk Riders,2.1
R00539,19,23,362.15,0.5217391304347826,2,3,4,4,2344,13,Active Riders,2.9
R00540,24,28,464.02,0.4642857142857143,2,4,4,4,2444,14,Champions,3.2
R00541,8,18,244.36,0.16666666666666666,3,2,1,1,3211,7,At Risk Riders,2.1
R00542,19,16,248.83,0.1875,2,1,1,1,2111,5,Dormant Riders,1.4
R00543,10,24,402.51,0.375,3,4,4,3,3443,14,Champions,3.5
R00544,16,19,297.54,0.2631578947368421,2,2,2,1,2221,7,At Risk Riders,1.9
R00545,4,18,278.09,0.2222222222222222,4,2,2,1,4221,9,At Risk Riders,2.7
R00546,28,17,302.31,0.4117647058823529,1,1,2,4,1124,8,At Risk Riders,1.5
R00547,3,17,254.53,0.35294117647058826,4,1,1,3,4113,9,At Risk Riders,2.4
R00548,5,18,257.11,0.5,4,2,2,4,4224,12,Active Riders,3.0
R00549,12,19,280.11,0.3684210526315789,3,2,2,3,3223,10,Active Riders,2.5
R00550,11,27,413.4,0.4074074074074074,3,4,4,3,3443,14,Champions,3.5
R00551,36,17,212.99,0.11764705882352941,1,1,1,1,1111,4,Dormant Riders,1.0
R00552,12,22,287.87,0.2727272727272727,3,3,2,2,3322,10,Active Riders,2.7
R00553,2,18,229.16,0.16666666666666666,4,2,1,1,4211,8,At Risk Riders,2.5
R00554,10,20,322.61,0.45,3,2,3,4,3234,12,Active Riders,2.8
R00555,34,23,361.25,0.391304347826087,1,3,4,3,1343,11,Active Riders,2.4
R00556,7,19,278.76,0.2631578947368421,3,2,2,1,3221,8,At Risk Riders,2.3
R00557,14,23,378.07,0.2608695652173913,2,3,4,1,2341,10,Active Riders,2.6
R00558,4,27,441.96,0.4444444444444444,4,4,4,4,4444,16,Champions,4.0
R00559,4,19,293.58,0.3157894736842105,4,2,2,2,4222,10,Active Riders,2.8
R00560,28,23,304.81,0.30434782608695654,1,3,3,2,1332,9,At Risk Riders,2.1
R00561,41,19,243.9,0.15789473684210525,1,2,1,1,1211,5,Dormant Riders,1.3
R00562,8,22,316.1,0.3181818181818182,3,3,3,2,3332,11,Active Riders,2.9
R00563,33,21,341.39,0.5238095238095238,1,3,3,4,1334,11,Active Riders,2.3
R00564,2,18,257.73,0.2222222222222222,4,2,2,1,4221,9,At Risk Riders,2.7
R00565,9,28,459.19,0.2857142857142857,3,4,4,2,3442,13,Active Riders,3.4
R00566,27,19,287.31,0.10526315789473684,1,2,2,1,1221,6,At Risk Riders,1.5
R00567,13,18,205.13,0.16666666666666666,3,2,1,1,3211,7,At Risk Riders,2.1
R00568,11,16,264.0,0.4375,3,1,2,4,3124,10,Active Riders,2.3
R00569,11,24,372.72,0.20833333333333334,3,4,4,1,3441,12,Active Riders,3.3
R00570,7,21,285.76,0.23809523809523808,3,3,2,1,3321,9,At Risk Riders,2.6
R00571,30,21,375.78000000000003,0.5238095238095238,1,3,4,4,1344,12,Active Riders,2.5
R00572,2,15,266.21,0.4666666666666667,4,1,2,4,4124,11,Active Riders,2.7
R00573,14,15,240.24,0.2,2,1,1,1,2111,5,Dormant Riders,1.4
R00574,50,24,399.93,0.4166666666666667,1,4,4,4,1444,13,Active Riders,2.8
R00575,5,20,283.89,0.4,4,2,2,3,4223,11,Active Riders,2.9
R00576,25,16,305.55,0.4375,2,1,3,4,2134,10,Active Riders,2.1
R00577,28,20,320.33,0.35,1,2,3,3,1233,9,At Risk Riders,1.9
R00578,9,13,215.76999999999998,0.46153846153846156,3,1,1,4,3114,9,At Risk Riders,2.1
R00579,9,14,250.63,0.5,3,1,1,4,3114,9,At Risk Riders,2.1
R00580,25,20,319.27,0.35,2,2,3,3,2233,10,Active Riders,2.3
R00581,29,20,331.6,0.4,1,2,3,3,1233,9,At Risk Riders,1.9
R00582,41,19,263.82,0.3157894736842105,1,2,2,2,1222,7,At Risk Riders,1.6
R00583,103,18,278.12,0.4444444444444444,1,2,2,4,1224,9,At Risk Riders,1.8
R00584,9,19,253.43,0.21052631578947367,3,2,1,1,3211,7,At Risk Riders,2.1
R00585,4,20,260.77,0.2,4,2,2,1,4221,9,At Risk Riders,2.7
R00586,20,28,408.68,0.14285714285714285,2,4,4,1,2441,11,Active Riders,2.9
R00587,59,16,298.87,0.5625,1,1,2,4,1124,8,At Risk Riders,1.5
R00588,6,16,199.09,0.3125,4,1,1,2,4112,8,At Risk Riders,2.3
R00589,56,21,397.0,0.5238095238095238,1,3,4,4,1344,12,Active Riders,2.5
R00590,21,15,221.06,0.4,2,1,1,3,2113,7,At Risk Riders,1.6
R00591,6,16,265.92,0.25,4,1,2,1,4121,8,At Risk Riders,2.4
R00592,19,13,222.28,0.23076923076923078,2,1,1,1,2111,5,Dormant Riders,1.4
R00593,5,24,363.05,0.25,4,4,4,1,4441,13,Active Riders,3.7
R00594,39,20,291.51,0.35,1,2,2,3,1223,8,At Risk Riders,1.7
R00595,1,21,317.79,0.2857142857142857,4,3,3,2,4332,12,Active Riders,3.3
R00596,42,14,223.81,0.2857142857142857,1,1,1,2,1112,5,Dormant Riders,1.1
R00597,11,28,445.25,0.39285714285714285,3,4,4,3,3443,14,Champions,3.5
R00598,5,17,265.21999999999997,0.4117647058823529,4,1,2,4,4124,11,Active Riders,2.7
R00599,21,24,352.05,0.4583333333333333,2,4,3,4,2434,13,Active Riders,3.0
R00600,3,32,543.05,0.375,4,4,4,3,4443,15,Champions,3.9
R00601,10,14,216.26,0.21428571428571427,3,1,1,1,3111,6,At Risk Riders,1.8
R00602,11,24,355.1,0.16666666666666666,3,4,3,1,3431,11,Active Riders,3.1
R00603,21,22,287.93,0.45454545454545453,2,3,2,4,2324,11,Active Riders,2.5
R00604,16,16,225.23000000000002,0.3125,2,1,1,2,2112,6,At Risk Riders,1.5
R00605,2,19,310.37,0.2631578947368421,4,2,3,1,4231,10,Active Riders,2.9
R00606,14,22,346.64,0.18181818181818182,2,3,3,1,2331,9,At Risk Riders,2.4
R00607,3,21,320.59,0.2857142857142857,4,3,3,2,4332,12,Active Riders,3.3
R00608,2,24,368.18,0.2916666666666667,4,4,4,2,4442,14,Champions,3.8
R00609,59,23,362.17,0.21739130434782608,1,3,4,1,1341,9,At Risk Riders,2.2
R00610,3,27,398.62,0.3333333333333333,4,4,4,2,4442,14,Champions,3.8
R00611,5,18,321.78,0.5,4,2,3,4,4234,13,Active Riders,3.2
R00612,12,21,303.54,0.3333333333333333,3,3,2,2,3322,10,Active Riders,2.7
R00613,13,15,239.19,0.4,3,1,1,3,3113,8,At Risk Riders,2.0
R00614,5,21,294.53,0.23809523809523808,4,3,2,1,4321,10,Active Riders,3.0
R00615,1,29,397.63,0.2413793103448276,4,4,4,1,4441,13,Active Riders,3.7
R00616,21,35,564.23,0.22857142857142856,2,4,4,1,2441,11,Active Riders,2.9
R00617,5,24,364.65,0.4166666666666667,4,4,4,4,4444,16,Champions,4.0
R00618,12,15,220.41,0.26666666666666666,3,1,1,2,3112,7,At Risk Riders,1.9
R00619,25,22,316.38,0.3181818181818182,2,3,3,2,2332,10,Active Riders,2.5
R00620,28,17,257.62,0.23529411764705882,1,1,2,1,1121,5,Dormant Riders,1.2
R00621,27,14,202.41,0.21428571428571427,1,1,1,1,1111,4,Dormant Riders,1.0
R00622,29,20,307.3,0.3,1,2,3,2,1232,8,At Risk Riders,1.8
R00623,40,18,298.79,0.2777777777777778,1,2,2,2,1222,7,At Risk Riders,1.6
R00624,8,26,435.69,0.38461538461538464,3,4,4,3,3443,14,Champions,3.5
R00625,1,17,250.17,0.29411764705882354,4,1,1,2,4112,8,At Risk Riders,2.3
R00626,20,22,357.19,0.13636363636363635,2,3,4,1,2341,10,Active Riders,2.6
R00627,81,10,139.41,0.3,1,1,1,2,1112,5,Dormant Riders,1.1
R00628,21,12,164.64,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R00629,16,23,348.67,0.21739130434782608,2,3,3,1,2331,9,At Risk Riders,2.4
R00630,17,19,265.11,0.21052631578947367,2,2,2,1,2221,7,At Risk Riders,1.9
R00631,15,16,266.98,0.4375,2,1,2,4,2124,9,At Risk Riders,1.9
R00632,6,14,203.66,0.21428571428571427,4,1,1,1,4111,7,At Risk Riders,2.2
R00633,5,17,296.32,0.4117647058823529,4,1,2,4,4124,11,Active Riders,2.7
R00634,25,23,330.82,0.2608695652173913,2,3,3,1,2331,9,At Risk Riders,2.4
